Completion Year,State,Total,Degree-granting,"Non-degree-granting, primarily postsecondary",American Indian or Alaska Native,Asian or Pacific Islander,Asian,Native Hawaiian or Other Pacific Islander,Black or African American,Hispanic or Latino,White,Two or more races,Race/ethnicity unknown,U.S. Nonresident,Male,Female
2011-12,Indiana,"97,337","93,908","3,429",323,,"2,159",63,"8,194","3,281","73,448",809,"4,249","4,811","41,275","56,062"
2011-12,Iowa,"85,376","83,987","1,389",409,,"1,472",173,"7,590","3,392","54,534",698,"14,741","2,367","31,121","54,255"
2011-12,Kansas,"49,967","46,636","3,331",669,,"1,056",46,"3,187","2,747","36,471",710,"2,039","3,042","19,662","30,305"
2011-12,Kentucky,"71,432","69,688","1,744",189,,827,70,"6,199","1,167","59,024",903,"1,780","1,273","28,724","42,708"
2011-12,Louisiana,"73,258","65,323","7,935",530,,"1,464",73,"21,772","2,135","41,960",427,"3,048","1,849","32,498","40,760"
2011-12,Maine,"15,241","14,099","1,142",131,,248,6,257,245,"12,424",123,"1,531",276,"5,881","9,360"
2011-12,Maryland,"82,690","76,364","6,326",228,,"5,468",174,"20,369","3,837","43,190","1,098","4,205","4,121","33,984","48,706"
2011-12,Massachusetts,"129,870","120,203","9,667",383,,"8,560",135,"8,994","9,211","77,326","1,782","12,623","10,856","53,224","76,646"
2011-12,Michigan,"148,559","136,002","12,557",846,,"4,328",143,"16,956","4,318","103,666","1,685","9,975","6,642","60,332","88,227"
2011-12,Minnesota,"102,723","100,230","2,493",734,,"3,844",94,"8,468","2,997","74,864","1,979","6,569","3,174","38,377","64,346"
2011-12,Mississippi,"37,948","36,707","1,241",105,,384,25,"13,550",438,"22,189",160,582,515,"13,528","24,420"
2011-12,Missouri,"102,944","98,524","4,420",540,,"2,443",167,"12,991","3,430","71,640","1,060","6,711","3,962","41,917","61,027"
2011-12,Montana,"10,400","10,037",363,564,,145,11,72,281,"8,734",139,269,185,"4,423","5,977"
2011-12,Nebraska,"30,028","29,403",625,160,,639,37,"1,389","1,153","23,997",267,"1,504",882,"12,951","17,077"
2011-12,Nevada,"22,235","18,902","3,333",242,,"2,027",259,"1,716","3,691","11,674",696,"1,291",639,"8,162","14,073"
2011-12,New Hampshire,"19,571","18,374","1,197",87,,462,14,368,533,"14,115",119,"3,015",858,"7,652","11,919"
2011-12,New Jersey,"101,971","83,504","18,467",210,,"7,219",202,"14,435","14,619","52,203",987,"7,218","4,878","41,397","60,574"
2011-12,New Mexico,"27,786","26,763","1,023","1,867",,456,69,850,"11,042","10,837",346,"1,589",730,"10,875","16,911"
2011-12,New York,"326,341","297,192","29,149",995,,"24,484",555,"39,141","35,878","169,595","3,665","25,397","26,631","128,561","197,780"
2011-12,North Carolina,"123,842","119,945","3,897","1,132",,"3,478",138,"24,830","4,515","79,836","1,147","5,793","2,973","49,987","73,855"
2011-12,North Dakota,"11,483","11,175",308,582,,108,6,200,121,"9,427",71,369,599,"5,096","6,387"
2011-12,Ohio,"166,640","149,974","16,666",576,,"3,612",113,"17,794","3,782","125,371","1,283","8,335","5,774","67,197","99,443"
2011-12,Oklahoma,"54,633","42,999","11,634","4,754",,"1,247",78,"4,450","2,509","35,512","1,508","2,309","2,266","23,782","30,851"
2011-12,Oregon,"54,045","51,799","2,246",711,,"2,644",316,"1,153","3,379","38,854",905,"4,299","1,784","21,882","32,163"
2011-12,Pennsylvania,"197,812","185,477","12,335",501,,"8,012",188,"19,271","8,098","139,376","1,783","11,987","8,596","82,256","115,556"
2011-12,Rhode Island,"20,543","18,373","2,170",58,,786,14,934,"1,405","12,804",159,"3,193","1,190","8,831","11,712"
2011-12,South Carolina,"53,729","51,831","1,898",260,,717,61,"13,163","1,252","35,004",645,"1,619","1,008","20,483","33,246"
2011-12,South Dakota,"11,170","10,902",268,465,,110,16,164,190,"9,721",119,173,212,"4,698","6,472"
2011-12,Tennessee,"86,625","76,630","9,995",250,,"1,529",99,"15,005","2,128","61,556","1,100","3,427","1,531","35,210","51,415"
2011-12,Texas,"309,231","285,596","23,635","1,439",,"15,385",447,"37,405","90,359","137,004","3,240","9,600","14,352","125,203","184,028"
2011-12,Utah,"59,974","51,967","8,007",447,,"1,338",358,925,"3,275","47,270",703,"4,132","1,526","26,816","33,158"
2011-12,Vermont,"11,024","10,914",110,53,,220,5,189,312,"8,634",165,"1,170",276,"4,724","6,300"
2011-12,Virginia,"130,116","127,786","2,330",499,,"7,793","1,063","24,313","6,773","75,805","1,608","8,472","3,790","53,391","76,725"
2011-12,Washington,"103,370","98,599","4,771","1,281",,"8,449",648,"4,487","7,117","66,159","2,966","7,844","4,419","44,903","58,467"
2011-12,West Virginia,"28,556","26,563","1,993",115,,392,68,"1,955",949,"23,122",401,838,716,"13,708","14,848"
2011-12,Wisconsin,"86,832","84,204","2,628",725,,"2,383",78,"4,197","3,008","69,664",860,"3,576","2,341","34,294","52,538"
2011-12,Wyoming,"7,163","7,130",33,121,,65,11,65,399,"5,926",58,290,228,"3,374","3,789"
2010-11,Total,"4,637,322","4,267,598","369,724","35,780",,"240,679","12,889","563,325","490,565","2,732,833","51,156","325,124","184,971","1,876,351","2,760,971"
2010-11,Alabama,"62,215","61,495",720,480,,"1,270",38,"16,107","1,196","38,662",379,"2,464","1,619","25,270","36,945"
2010-11,Alaska,"5,849","5,548",301,608,,228,53,200,423,"3,634",225,280,198,"2,134","3,715"
2010-11,Arizona,"191,893","182,011","9,882","3,903",,"4,557",768,"19,649","25,779","97,950","1,300","33,676","4,311","73,390","118,503"
2010-11,Arkansas,"41,742","39,133","2,609",378,,502,28,"6,560","1,099","29,911",439,"1,828",997,"15,915","25,827"
2010-11,California,"517,231","465,952","51,279","3,373",,"77,786","3,668","31,420","131,710","184,434","8,616","51,830","24,394","207,699","309,532"
2010-11,Colorado,"81,711","76,928","4,783",818,,"2,725",149,"5,299","8,966","54,338","1,196","6,473","1,747","33,644","48,067"
2010-11,Connecticut,"49,436","40,069","9,367",194,,"1,802",25,"4,729","4,806","29,492",629,"5,214","2,545","20,646","28,790"
2010-11,Delaware,"13,144","11,701","1,443",44,,354,14,"2,089",581,"7,586",146,"1,685",645,"4,692","8,452"
2010-11,District of Columbia,"23,993","23,463",530,83,,"1,700",26,"4,780","1,154","11,494",175,"2,590","1,991","9,980","14,013"
2010-11,Florida,"307,231","268,805","38,426","1,149",,"9,277",386,"53,392","64,766","150,361","2,469","16,781","8,650","123,483","183,748"
2010-11,Georgia,"141,401","135,730","5,671",426,,"4,997",117,"45,178","4,752","75,033","1,574","5,237","4,087","56,831","84,570"
2010-11,Hawaii,"13,430","12,919",511,51,,"4,090","1,203",244,954,"2,900","2,146",649,"1,193","5,308","8,122"
2010-11,Idaho,"17,875","16,859","1,016",149,,300,72,155,"1,011","14,912",147,753,376,"7,352","10,523"
2010-11,Illinois,"215,391","200,398","14,993",724,,"11,426",426,"29,261","19,710","129,534","2,465","12,745","9,100","89,316","126,075"
2010-11,Indiana,"92,799","89,391","3,408",311,,"2,107",51,"8,193","2,922","69,825",796,"3,975","4,619","39,146","53,653"
2010-11,Iowa,"77,599","76,168","1,431",329,,"1,342",113,"5,586","2,443","57,050",682,"8,072","1,982","28,777","48,822"
2010-11,Kansas,"49,160","45,721","3,439",657,,"1,011",53,"3,000","2,595","36,343",577,"2,217","2,707","19,454","29,706"
2010-11,Kentucky,"69,094","67,285","1,809",196,,869,34,"5,814",809,"58,010",609,"1,688","1,065","27,951","41,143"
2010-11,Louisiana,"70,272","63,965","6,307",523,,"1,486",29,"20,775","1,899","40,889",329,"2,566","1,776","31,257","39,015"
2010-11,Maine,"14,523","13,538",985,135,,217,13,233,236,"11,864",108,"1,339",378,"5,500","9,023"
2010-11,Maryland,"79,577","72,652","6,925",261,,"4,993",137,"20,040","3,377","41,513","1,031","4,323","3,902","32,177","47,400"
2010-11,Massachusetts,"125,947","115,206","10,741",394,,"7,821",102,"8,754","8,067","76,253","1,676","12,967","9,913","51,135","74,812"
2010-11,Michigan,"145,702","130,378","15,324",842,,"4,409",97,"16,140","4,194","103,677","1,445","8,613","6,285","58,054","87,648"
2010-11,Minnesota,"98,534","95,991","2,543",632,,"3,634",58,"6,909","2,693","73,319","1,716","6,529","3,044","37,503","61,031"
2010-11,Mississippi,"35,847","34,639","1,208",102,,352,16,"12,215",384,"21,459",126,662,531,"12,772","23,075"
2010-11,Missouri,"101,926","96,946","4,980",550,,"2,530",150,"12,488","3,245","71,686",741,"6,841","3,695","41,282","60,644"
2010-11,Montana,"10,095","9,758",337,582,,139,12,40,244,"8,404",157,302,215,"4,377","5,718"
2010-11,Nebraska,"28,551","27,936",615,161,,648,35,"1,285","1,013","23,240",178,"1,294",697,"12,093","16,458"
2010-11,Nevada,"21,387","18,454","2,933",228,,"1,917",275,"1,660","3,400","11,371",580,"1,253",703,"7,726","13,661"
2010-11,New Hampshire,"19,378","18,237","1,141",96,,430,10,315,407,"14,168",200,"2,963",789,"7,460","11,918"
2010-11,New Jersey,"98,269","79,186","19,083",261,,"6,826",292,"13,780","13,770","51,210",660,"6,616","4,854","39,630","58,639"
2010-11,New Mexico,"26,688","25,140","1,548","1,882",,487,35,761,"10,129","10,046",276,"2,338",734,"10,476","16,212"
2010-11,New York,"319,197","290,455","28,742",962,,"23,487",533,"37,439","32,353","165,371","2,472","30,967","25,613","125,948","193,249"
2010-11,North Carolina,"121,413","117,490","3,923","1,086",,"3,277",168,"25,033","3,941","78,616",823,"5,576","2,893","50,620","70,793"
2010-11,North Dakota,"11,318","10,995",323,583,,79,9,183,116,"9,345",68,431,504,"4,997","6,321"
2010-11,Ohio,"162,583","144,549","18,034",508,,"3,371",104,"17,029","3,243","124,413",901,"7,943","5,071","66,000","96,583"
2010-11,Oklahoma,"53,298","41,593","11,705","5,083",,"1,278",54,"4,532","2,327","34,743","1,009","2,223","2,049","22,772","30,526"
2010-11,Oregon,"50,112","47,754","2,358",648,,"2,423",260,"1,046","2,795","35,311",598,"5,358","1,673","20,130","29,982"
2010-11,Pennsylvania,"197,482","183,620","13,862",506,,"7,834",509,"20,349","7,337","139,523","1,562","12,185","7,677","82,821","114,661"
2010-11,Rhode Island,"20,237","18,014","2,223",71,,791,4,"1,115","1,433","12,759",142,"2,868","1,054","8,650","11,587"
2010-11,South Carolina,"51,485","49,271","2,214",203,,767,69,"12,604","1,080","33,590",515,"1,661",996,"19,840","31,645"
2010-11,South Dakota,"10,978","10,728",250,495,,104,12,163,133,"9,619",89,190,173,"4,706","6,272"
2010-11,Tennessee,"79,499","68,988","10,511",295,,"1,338",87,"14,565","1,776","56,666",955,"2,349","1,468","32,189","47,310"
2010-11,Texas,"303,241","271,063","32,178","1,425",,"14,457",394,"38,082","86,274","135,700","2,853","10,081","13,975","123,338","179,903"
2010-11,Utah,"56,174","50,479","5,695",488,,"1,198",306,765,"2,684","44,623",571,"4,178","1,361","25,427","30,747"
2010-11,Vermont,"10,746","10,626",120,47,,237,8,227,292,"8,639",154,873,269,"4,664","6,082"
2010-11,Virginia,"120,603","118,490","2,113",458,,"6,688","1,093","22,779","5,457","70,283","1,142","9,247","3,456","48,447","72,156"
2010-11,Washington,"100,779","95,860","4,919","1,368",,"8,345",651,"4,428","6,496","65,366","2,499","7,592","4,034","42,641","58,138"
2010-11,West Virginia,"28,156","26,182","1,974",120,,385,55,"1,884",808,"23,045",356,792,711,"13,188","14,968"
2010-11,Wisconsin,"84,310","82,048","2,262",754,,"2,294",76,"3,946","2,775","68,248",601,"3,599","2,017","33,372","50,938"
2010-11,Wyoming,"7,821","7,791",30,158,,94,12,105,511,"6,405",53,248,235,"4,171","3,650"
2009-10,Total,"4,336,631","3,989,583","347,048","36,588","133,154","104,175","4,815","515,894","441,183","2,584,107","18,598","324,354","173,763","1,753,719","2,582,912"
2009-10,Alabama,"56,931","56,395",536,429,569,644,27,"14,362","1,020","36,183",196,"2,015","1,486","22,983","33,948"
2009-10,Alaska,"5,318","4,627",691,682,1,228,40,175,302,"3,344",205,181,160,"1,817","3,501"
2009-10,Arizona,"166,401","158,882","7,519","3,264","3,678","1,208",51,"15,816","21,141","87,241",500,"28,381","5,121","63,291","103,110"
2009-10,Arkansas,"36,827","34,833","1,994",316,27,450,25,"5,925",918,"26,483",374,"1,457",852,"14,149","22,678"
2009-10,California,"491,958","440,290","51,668","3,556","42,687","33,770","1,962","29,966","117,806","177,223","2,572","60,516","21,900","197,797","294,161"
2009-10,Colorado,"77,839","72,595","5,244",904,"2,014",845,55,"4,968","8,507","52,664",509,"5,912","1,461","32,816","45,023"
2009-10,Connecticut,"47,150","38,740","8,410",168,"1,774",71,3,"4,125","3,746","28,739",61,"5,925","2,538","19,483","27,667"
2009-10,Delaware,"12,056","10,879","1,177",25,183,254,15,"1,902",451,"7,137",109,"1,585",395,"4,267","7,789"
2009-10,District of Columbia,"23,725","23,248",477,114,"1,213",496,7,"4,697","1,086","11,567",107,"2,451","1,987","10,121","13,604"
2009-10,Florida,"287,356","251,809","35,547","1,172","7,730","1,399",114,"49,472","58,929","146,216",483,"13,225","8,616","116,547","170,809"
2009-10,Georgia,"128,930","121,819","7,111",442,818,"3,731",139,"40,002","3,790","69,856","1,147","4,789","4,216","51,546","77,384"
2009-10,Hawaii,"12,075","11,732",343,75,"6,036",434,250,230,484,"2,923",167,207,"1,269","4,818","7,257"
2009-10,Idaho,"17,391","16,344","1,047",162,113,209,7,131,813,"14,583",26,834,513,"7,052","10,339"
2009-10,Illinois,"206,754","192,653","14,101",662,"7,561","3,930",101,"28,473","18,101","124,845",933,"13,176","8,972","85,387","121,367"
2009-10,Indiana,"85,504","82,962","2,542",255,855,962,31,"7,294","2,565","65,488",233,"3,671","4,150","36,337","49,167"
2009-10,Iowa,"64,059","62,917","1,142",302,454,733,26,"3,260","1,786","44,981",184,"10,598","1,735","24,502","39,557"
2009-10,Kansas,"45,652","42,323","3,329",649,618,340,29,"2,862","2,158","33,109",195,"3,276","2,416","18,340","27,312"
2009-10,Kentucky,"63,481","61,952","1,529",171,467,251,1,"5,173",795,"52,303",141,"3,152","1,027","25,631","37,850"
2009-10,Louisiana,"65,823","60,580","5,243",531,132,"1,277",14,"18,984","1,934","39,155",163,"1,890","1,743","30,016","35,807"
2009-10,Maine,"13,579","12,776",803,142,217,36,0,193,140,"10,958",253,"1,235",405,"5,237","8,342"
2009-10,Maryland,"73,782","68,040","5,742",227,"4,605",178,2,"18,148","2,891","39,109",72,"5,469","3,081","29,625","44,157"
2009-10,Massachusetts,"120,278","110,805","9,473",359,"3,459","3,856",45,"7,877","7,143","72,512",666,"15,139","9,222","48,663","71,615"
2009-10,Michigan,"141,400","125,829","15,571",962,"1,630","2,705",89,"16,482","4,045","99,667",675,"9,217","5,928","56,538","84,862"
2009-10,Minnesota,"93,463","91,013","2,450",910,"1,793","1,863",21,"6,303","1,941","71,693",368,"5,933","2,638","35,753","57,710"
2009-10,Mississippi,"32,802","31,685","1,117",103,130,192,7,"11,206",310,"19,767",46,522,519,"11,897","20,905"
2009-10,Missouri,"94,484","90,123","4,361",507,"1,141","1,240",63,"11,416","2,687","67,525",303,"6,453","3,149","37,661","56,823"
2009-10,Montana,"9,273","9,010",263,569,104,11,9,39,143,"7,561",5,679,153,"3,983","5,290"
2009-10,Nebraska,"26,540","25,919",621,161,506,214,8,"1,148",881,"21,777",15,"1,399",431,"11,444","15,096"
2009-10,Nevada,"19,899","16,867","3,032",210,151,"1,656",218,"1,819","2,930","10,682",431,"1,071",731,"6,944","12,955"
2009-10,New Hampshire,"18,719","17,821",898,103,321,101,4,299,418,"13,672",16,"3,046",739,"7,174","11,545"
2009-10,New Jersey,"92,769","75,866","16,903",257,423,"6,518",50,"12,340","12,205","49,129",471,"6,313","5,063","38,325","54,444"
2009-10,New Mexico,"23,150","21,999","1,151","1,672",102,272,17,912,"8,602","8,888",271,"1,788",626,"9,012","14,138"
2009-10,New York,"305,454","278,804","26,650","1,114","16,759","6,051",173,"35,249","29,733","163,763","1,030","28,170","23,412","120,079","185,375"
2009-10,North Carolina,"111,442","108,277","3,165","1,037","1,444","1,663",34,"22,411","3,311","73,134",267,"5,282","2,859","46,056","65,386"
2009-10,North Dakota,"11,062","10,722",340,559,38,57,14,134,110,"9,049",13,322,766,"4,925","6,137"
2009-10,Ohio,"155,239","135,262","19,977",453,"1,330","1,870",63,"16,051","2,942","118,755",417,"8,278","5,080","62,294","92,945"
2009-10,Oklahoma,"50,093","39,885","10,208","5,106",345,836,32,"4,247","2,079","33,899",325,"1,166","2,058","21,046","29,047"
2009-10,Oregon,"46,235","44,070","2,165",578,438,"1,952",170,992,"2,372","33,486",324,"4,516","1,407","18,274","27,961"
2009-10,Pennsylvania,"191,269","176,969","14,300",430,"3,034","4,935",86,"19,214","6,829","136,008",703,"12,504","7,526","79,796","111,473"
2009-10,Rhode Island,"19,699","17,786","1,913",69,176,510,4,"1,035","1,271","12,718",73,"2,812","1,031","8,449","11,250"
2009-10,South Carolina,"47,335","45,692","1,643",158,129,610,31,"11,228",915,"31,084",272,"2,087",821,"17,936","29,399"
2009-10,South Dakota,"9,901","9,668",233,374,18,64,10,105,100,"8,668",115,303,144,"4,183","5,718"
2009-10,Tennessee,"73,665","64,215","9,450",308,478,708,33,"13,339","1,470","52,908",669,"2,380","1,372","29,008","44,657"
2009-10,Texas,"287,994","257,809","30,185","1,419","6,597","7,456",229,"35,710","81,693","131,633",918,"9,873","12,466","116,095","171,899"
2009-10,Utah,"49,213","44,867","4,346",389,445,764,155,550,"2,381","39,355",237,"3,421","1,516","23,037","26,176"
2009-10,Vermont,"10,329","10,218",111,48,119,81,10,192,231,"8,451",67,869,261,"4,619","5,710"
2009-10,Virginia,"107,409","105,218","2,191",500,"3,809","2,570",97,"20,319","4,472","64,268",222,"7,842","3,310","43,158","64,251"
2009-10,Washington,"93,187","88,688","4,499","3,075","5,872","1,986",175,"3,883","7,244","58,247",537,"8,269","3,899","39,418","53,769"
2009-10,West Virginia,"25,291","23,473","1,818",106,50,298,29,"1,399",643,"21,167",214,781,604,"11,553","13,738"
2009-10,Wisconsin,"79,512","77,717","1,795",697,521,"1,641",36,"3,767","2,318","64,712",262,"3,740","1,818","31,097","48,415"
2009-10,Wyoming,"6,934","6,910",24,107,40,49,4,70,401,"5,822",36,234,171,"3,540","3,394"
2008-09,Total,"4,056,528","3,752,315","304,213","32,927","175,984","52,522","2,396","466,705","385,040","2,473,917","5,702","292,308","169,027","1,641,133","2,415,395"
2008-09,Alabama,"52,806","51,808",998,361,649,358,41,"13,196",845,"33,931",58,"1,695","1,672","20,700","32,106"
2008-09,Alaska,"4,462","3,818",644,561,193,77,8,177,170,"2,954",17,171,134,"1,642","2,820"
2008-09,Arizona,"146,301","140,697","5,604","3,186","3,588",939,45,"12,222","18,492","77,307",244,"25,000","5,278","57,751","88,550"
2008-09,Arkansas,"33,108","31,315","1,793",366,467,15,0,"5,290",722,"24,937",0,558,753,"12,605","20,503"
2008-09,California,"469,644","419,164","50,480","3,532","48,155","27,599","1,235","29,041","105,772","177,066","1,055","55,048","21,141","188,232","281,412"
2008-09,Colorado,"75,676","69,853","5,823","1,073","2,281",480,4,"4,700","7,725","52,365",103,"5,605","1,340","32,933","42,743"
2008-09,Connecticut,"44,880","37,882","6,998",138,"1,794",41,5,"4,020","3,653","28,769",54,"3,787","2,619","18,854","26,026"
2008-09,Delaware,"11,652","10,815",837,39,298,72,0,"1,749",391,"7,118",24,"1,597",364,"4,092","7,560"
2008-09,District of Columbia,"28,421","28,030",391,128,"1,896",13,0,"7,295","1,284","12,631",6,"3,153","2,015","11,752","16,669"
2008-09,Florida,"261,410","225,322","36,088","1,075","7,526",771,36,"43,679","50,100","137,786",285,"11,887","8,265","107,145","154,265"
2008-09,Georgia,"118,474","112,887","5,587",305,"3,376",808,4,"35,442","3,279","66,334",205,"4,311","4,410","47,908","70,566"
2008-09,Hawaii,"12,350","12,006",344,87,"6,396",211,255,306,379,"3,196",6,195,"1,319","4,906","7,444"
2008-09,Idaho,"16,886","16,095",791,153,294,17,3,132,812,"14,261",8,689,517,"7,057","9,829"
2008-09,Illinois,"195,990","184,775","11,215",669,"10,028","1,143",109,"25,829","16,164","120,937",503,"10,834","9,774","81,522","114,468"
2008-09,Indiana,"79,613","77,521","2,092",242,"1,659",88,11,"6,598","2,260","62,081",24,"2,987","3,663","34,024","45,589"
2008-09,Iowa,"55,597","54,403","1,194",197,715,250,6,"2,043","1,243","41,050",65,"8,207","1,821","21,616","33,981"
2008-09,Kansas,"42,720","40,190","2,530",552,892,80,13,"2,532","1,944","32,007",26,"2,410","2,264","17,245","25,475"
2008-09,Kentucky,"59,182","57,904","1,278",169,592,86,0,"4,388",659,"49,537",43,"2,574","1,134","23,896","35,286"
2008-09,Louisiana,"62,148","53,575","8,573",472,"1,164",61,2,"17,579","1,901","37,336",13,"2,075","1,545","28,490","33,658"
2008-09,Maine,"12,862","12,143",719,126,216,10,7,178,134,"10,813",1,871,506,"4,875","7,987"
2008-09,Maryland,"68,095","63,515","4,580",247,"4,335",142,4,"15,640","2,525","36,898",74,"5,154","3,076","28,310","39,785"
2008-09,Massachusetts,"113,308","105,316","7,992",361,"6,117","1,036",6,"7,107","6,194","68,853",158,"14,779","8,697","45,763","67,545"
2008-09,Michigan,"133,492","121,623","11,869",881,"4,400",201,33,"15,573","3,505","95,910",71,"7,411","5,507","53,020","80,472"
2008-09,Minnesota,"88,288","86,183","2,105",877,"2,030","1,447",19,"5,254","1,766","68,883",280,"5,456","2,276","33,573","54,715"
2008-09,Mississippi,"30,950","30,055",895,119,245,100,1,"10,337",254,"18,950",19,466,459,"11,133","19,817"
2008-09,Missouri,"88,541","85,021","3,520",479,"1,886",261,12,"10,091","2,582","64,289",99,"5,142","3,700","35,436","53,105"
2008-09,Montana,"9,096","8,888",208,551,84,3,0,37,142,"7,458",0,584,237,"3,938","5,158"
2008-09,Nebraska,"26,752","26,126",626,134,567,127,10,"1,109",796,"22,323",23,"1,164",499,"11,269","15,483"
2008-09,Nevada,"17,917","15,551","2,366",224,368,"1,359",63,"1,536","2,263","9,636",188,"1,579",701,"6,226","11,691"
2008-09,New Hampshire,"17,604","16,795",809,106,387,20,2,245,409,"12,941",8,"2,650",836,"6,743","10,861"
2008-09,New Jersey,"86,406","71,741","14,665",250,880,"5,717",7,"11,302","10,765","46,468",150,"6,747","4,120","34,965","51,441"
2008-09,New Mexico,"20,597","19,909",688,"1,469",357,17,4,546,"7,300","8,817",9,"1,335",743,"7,910","12,687"
2008-09,New York,"291,904","271,610","20,294",948,"19,541","1,475",56,"32,997","26,429","157,458",406,"29,379","23,215","115,005","176,899"
2008-09,North Carolina,"104,405","101,746","2,659","1,086","3,096",121,3,"20,658","2,825","70,161",23,"3,916","2,516","42,802","61,603"
2008-09,North Dakota,"10,656","10,402",254,528,75,18,1,111,95,"9,151",6,131,540,"4,744","5,912"
2008-09,Ohio,"145,474","129,239","16,235",471,"2,900",233,59,"15,295","2,688","111,633",145,"7,194","4,856","58,061","87,413"
2008-09,Oklahoma,"48,532","39,347","9,185","4,655",696,422,21,"3,958","1,930","33,722",162,785,"2,181","20,317","28,215"
2008-09,Oregon,"42,724","41,070","1,654",558,"2,101",280,10,813,"1,920","31,577",98,"4,100","1,267","16,666","26,058"
2008-09,Pennsylvania,"181,634","168,534","13,100",471,"6,239","1,249",14,"17,092","5,585","131,177",201,"12,484","7,122","75,783","105,851"
2008-09,Rhode Island,"19,936","17,819","2,117",63,364,367,4,977,"1,169","13,124",46,"2,854",968,"8,824","11,112"
2008-09,South Carolina,"44,759","43,516","1,243",157,437,225,7,"10,220",764,"30,365",63,"1,688",833,"16,817","27,942"
2008-09,South Dakota,"9,638","9,404",234,391,75,23,4,96,96,"8,450",8,366,129,"4,030","5,608"
2008-09,Tennessee,"68,399","60,473","7,926",224,"1,019",151,8,"11,857","1,221","49,770",53,"2,599","1,497","26,805","41,594"
2008-09,Texas,"260,743","238,345","22,398","1,327","11,636",807,116,"31,116","70,582","124,991",224,"7,681","12,263","104,236","156,507"
2008-09,Utah,"45,790","42,626","3,164",395,"1,032",162,60,430,"1,889","36,822",22,"3,660","1,318","21,457","24,333"
2008-09,Vermont,"9,969","9,854",115,46,230,10,0,177,204,"8,128",7,920,247,"4,547","5,422"
2008-09,Virginia,"96,731","94,637","2,094",394,"4,920","1,182",25,"17,297","3,686","60,065",67,"6,198","2,897","38,479","58,252"
2008-09,Washington,"83,906","80,122","3,784","1,177","6,619",923,43,"3,431","4,801","54,795",264,"8,360","3,493","34,554","49,352"
2008-09,West Virginia,"22,806","21,449","1,357",95,254,57,3,"1,166",391,"19,283",19,973,565,"9,981","12,825"
2008-09,Wisconsin,"76,510","74,442","2,068",721,836,"1,267",17,"3,784","1,983","63,738",68,"2,519","1,577","29,038","47,472"
2008-09,Wyoming,"6,784","6,754",30,91,79,1,0,57,352,"5,665",1,380,158,"3,456","3,328"
2007-08,Total,"3,882,397","3,584,225","298,172","31,395","210,884","8,570","1,192","437,292","354,604","2,400,029","1,505","276,485","160,441","1,571,411","2,310,986"
2007-08,Alabama,"51,166","50,591",575,356,917,22,1,"13,124",693,"32,883",13,"1,690","1,467","19,908","31,258"
2007-08,Alaska,"4,431","3,808",623,651,231,13,0,156,172,"2,922",0,175,111,"1,627","2,804"
2007-08,Arizona,"132,294","125,348","6,946","3,096","3,546",550,7,"10,116","16,986","68,766",84,"23,950","5,193","53,671","78,623"
2007-08,Arkansas,"30,182","28,327","1,855",310,391,5,0,"4,661",578,"22,977",3,481,776,"11,678","18,504"
2007-08,California,"452,314","406,560","45,754","3,365","71,414","3,756",409,"27,678","99,237","175,077",355,"50,121","20,902","182,297","270,017"
2007-08,Colorado,"70,820","65,149","5,671",885,"2,391",123,25,"3,718","7,217","50,178",31,"4,852","1,400","31,089","39,731"
2007-08,Connecticut,"42,976","36,493","6,483",172,"1,677",2,0,"3,744","3,112","28,638",12,"3,355","2,264","18,123","24,853"
2007-08,Delaware,"11,234","10,511",723,29,333,6,0,"1,540",361,"7,082",0,"1,505",378,"3,937","7,297"
2007-08,District of Columbia,"27,493","26,695",798,119,"1,922",10,2,"7,209","1,277","12,129",1,"2,841","1,983","11,187","16,306"
2007-08,Florida,"246,461","211,023","35,438",880,"7,450",348,24,"41,043","46,251","131,318",163,"11,090","7,894","100,623","145,838"
2007-08,Georgia,"112,016","104,854","7,162",303,"3,731",111,12,"33,220","2,941","63,742",35,"3,898","4,023","44,847","67,169"
2007-08,Hawaii,"12,347","11,987",360,71,"6,384",76,206,314,411,"3,307",18,202,"1,358","4,891","7,456"
2007-08,Idaho,"14,887","14,247",640,114,207,19,0,83,648,"12,612",1,751,452,"6,218","8,669"
2007-08,Illinois,"193,157","182,208","10,949",642,"10,901",150,6,"24,569","15,142","121,777",13,"11,352","8,605","80,511","112,646"
2007-08,Indiana,"78,412","76,359","2,053",272,"1,582",39,5,"6,717","2,052","61,699",11,"2,474","3,561","33,216","45,196"
2007-08,Iowa,"52,974","51,587","1,387",211,933,40,1,"1,495","1,140","40,881",6,"6,648","1,619","20,585","32,389"
2007-08,Kansas,"42,679","40,028","2,651",643,997,40,7,"2,469","1,830","32,263",8,"2,446","1,976","17,362","25,317"
2007-08,Kentucky,"58,627","57,269","1,358",177,702,66,3,"4,566",567,"48,715",8,"2,673","1,150","24,194","34,433"
2007-08,Louisiana,"52,465","45,566","6,899",356,"1,006",62,2,"13,969","1,421","32,403",1,"1,750","1,495","23,148","29,317"
2007-08,Maine,"12,908","12,246",662,114,227,3,0,171,183,"11,059",1,682,468,"4,896","8,012"
2007-08,Maryland,"65,081","60,905","4,176",228,"4,201",43,0,"14,225","2,442","35,601",38,"5,315","2,988","26,583","38,498"
