Completion Year,State,Total,American Indian or Alaska Native,Asian or Pacific Islander,Asian,Native Hawaiian or Other Pacific Islander,Black or African American,Hispanic or Latino,White,Two or more races,Race/ethnicity unknown,U.S. Nonresident
2008-09,New Jersey,"86,406",250,880,"5,717",7,"11,302","10,765","46,468",150,"6,747","4,120"
2008-09,New Mexico,"20,597","1,469",357,17,4,546,"7,300","8,817",9,"1,335",743
2008-09,New York,"291,904",948,"19,541","1,475",56,"32,997","26,429","157,458",406,"29,379","23,215"
2008-09,North Carolina,"104,405","1,086","3,096",121,3,"20,658","2,825","70,161",23,"3,916","2,516"
2008-09,North Dakota,"10,656",528,75,18,1,111,95,"9,151",6,131,540
2008-09,Ohio,"145,474",471,"2,900",233,59,"15,295","2,688","111,633",145,"7,194","4,856"
2008-09,Oklahoma,"48,532","4,655",696,422,21,"3,958","1,930","33,722",162,785,"2,181"
2008-09,Oregon,"42,724",558,"2,101",280,10,813,"1,920","31,577",98,"4,100","1,267"
2008-09,Pennsylvania,"181,634",471,"6,239","1,249",14,"17,092","5,585","131,177",201,"12,484","7,122"
2008-09,Rhode Island,"19,936",63,364,367,4,977,"1,169","13,124",46,"2,854",968
2008-09,South Carolina,"44,759",157,437,225,7,"10,220",764,"30,365",63,"1,688",833
2008-09,South Dakota,"9,638",391,75,23,4,96,96,"8,450",8,366,129
2008-09,Tennessee,"68,399",224,"1,019",151,8,"11,857","1,221","49,770",53,"2,599","1,497"
2008-09,Texas,"260,743","1,327","11,636",807,116,"31,116","70,582","124,991",224,"7,681","12,263"
2008-09,Utah,"45,790",395,"1,032",162,60,430,"1,889","36,822",22,"3,660","1,318"
2008-09,Vermont,"9,969",46,230,10,0,177,204,"8,128",7,920,247
2008-09,Virginia,"96,731",394,"4,920","1,182",25,"17,297","3,686","60,065",67,"6,198","2,897"
2008-09,Washington,"83,906","1,177","6,619",923,43,"3,431","4,801","54,795",264,"8,360","3,493"
2008-09,West Virginia,"22,806",95,254,57,3,"1,166",391,"19,283",19,973,565
2008-09,Wisconsin,"76,510",721,836,"1,267",17,"3,784","1,983","63,738",68,"2,519","1,577"
2008-09,Wyoming,"6,784",91,79,1,0,57,352,"5,665",1,380,158
2007-08,Total,"3,882,397","31,395","210,884","8,570","1,192","437,292","354,604","2,400,029","1,505","276,485","160,441"
2007-08,Alabama,"51,166",356,917,22,1,"13,124",693,"32,883",13,"1,690","1,467"
2007-08,Alaska,"4,431",651,231,13,0,156,172,"2,922",0,175,111
2007-08,Arizona,"132,294","3,096","3,546",550,7,"10,116","16,986","68,766",84,"23,950","5,193"
2007-08,Arkansas,"30,182",310,391,5,0,"4,661",578,"22,977",3,481,776
2007-08,California,"452,314","3,365","71,414","3,756",409,"27,678","99,237","175,077",355,"50,121","20,902"
2007-08,Colorado,"70,820",885,"2,391",123,25,"3,718","7,217","50,178",31,"4,852","1,400"
2007-08,Connecticut,"42,976",172,"1,677",2,0,"3,744","3,112","28,638",12,"3,355","2,264"
2007-08,Delaware,"11,234",29,333,6,0,"1,540",361,"7,082",0,"1,505",378
2007-08,District of Columbia,"27,493",119,"1,922",10,2,"7,209","1,277","12,129",1,"2,841","1,983"
2007-08,Florida,"246,461",880,"7,450",348,24,"41,043","46,251","131,318",163,"11,090","7,894"
2007-08,Georgia,"112,016",303,"3,731",111,12,"33,220","2,941","63,742",35,"3,898","4,023"
2007-08,Hawaii,"12,347",71,"6,384",76,206,314,411,"3,307",18,202,"1,358"
2007-08,Idaho,"14,887",114,207,19,0,83,648,"12,612",1,751,452
2007-08,Illinois,"193,157",642,"10,901",150,6,"24,569","15,142","121,777",13,"11,352","8,605"
2007-08,Indiana,"78,412",272,"1,582",39,5,"6,717","2,052","61,699",11,"2,474","3,561"
2007-08,Iowa,"52,974",211,933,40,1,"1,495","1,140","40,881",6,"6,648","1,619"
2007-08,Kansas,"42,679",643,997,40,7,"2,469","1,830","32,263",8,"2,446","1,976"
2007-08,Kentucky,"58,627",177,702,66,3,"4,566",567,"48,715",8,"2,673","1,150"
2007-08,Louisiana,"52,465",356,"1,006",62,2,"13,969","1,421","32,403",1,"1,750","1,495"
2007-08,Maine,"12,908",114,227,3,0,171,183,"11,059",1,682,468
2007-08,Maryland,"65,081",228,"4,201",43,0,"14,225","2,442","35,601",38,"5,315","2,988"
2007-08,Massachusetts,"110,386",399,"6,522",402,2,"6,994","5,638","66,618",27,"15,601","8,183"
2007-08,Michigan,"128,833",834,"4,435",53,39,"14,524","3,209","93,319",14,"6,888","5,518"
2007-08,Minnesota,"84,194",814,"2,963",261,22,"4,135","1,539","66,099",119,"5,886","2,356"
2007-08,Mississippi,"29,935",107,294,12,0,"10,216",257,"18,196",5,363,485
2007-08,Missouri,"83,641",482,"2,037",100,13,"9,079","2,311","61,588",15,"4,521","3,495"
2007-08,Montana,"8,902",562,82,4,0,39,138,"7,209",0,630,238
2007-08,Nebraska,"26,446",145,545,63,5,"1,025",752,"22,195",9,"1,183",524
2007-08,Nevada,"16,543",201,"1,520",107,2,"1,282","1,796","9,046",2,"1,922",665
2007-08,New Hampshire,"17,135",92,407,7,0,280,371,"12,571",3,"2,646",758
2007-08,New Jersey,"82,229",209,"5,981",184,12,"9,948","9,621","44,770",24,"7,298","4,182"
2007-08,New Mexico,"20,639","1,423",385,6,0,559,"7,266","8,913",1,"1,318",768
2007-08,New York,"283,343",842,"19,456",615,36,"32,428","25,002","155,962",144,"26,824","22,034"
2007-08,North Carolina,"98,977","1,000","2,829",21,2,"20,025","2,370","67,090",20,"3,354","2,266"
2007-08,North Dakota,"10,497",489,106,1,2,116,99,"8,942",1,243,498
2007-08,Ohio,"141,035",394,"2,931",68,133,"14,257","2,561","108,763",42,"7,128","4,758"
2007-08,Oklahoma,"46,321","4,605","1,060",27,0,"3,687","1,724","32,700",4,577,"1,937"
2007-08,Oregon,"41,637",551,"2,144",133,3,740,"1,837","31,067",17,"3,878","1,267"
2007-08,Pennsylvania,"174,945",428,"6,583",228,46,"16,006","5,162","126,861",28,"13,052","6,551"
2007-08,Rhode Island,"19,533",63,609,54,0,991,"1,196","13,003",0,"2,712",905
2007-08,South Carolina,"43,941",134,667,10,0,"10,259",679,"29,719",4,"1,705",764
2007-08,South Dakota,"9,781",438,83,4,1,110,93,"8,518",0,390,144
2007-08,Tennessee,"64,662",200,"1,032",106,5,"11,278","1,077","47,589",51,"2,008","1,316"
2007-08,Texas,"246,243","1,212","11,683",348,112,"30,421","63,332","121,086",57,"7,029","10,963"
2007-08,Utah,"44,615",364,"1,150",52,18,373,"1,852","36,041",5,"3,527","1,233"
2007-08,Vermont,"9,724",43,198,1,0,153,215,"8,004",4,864,242
2007-08,Virginia,"90,720",413,"4,814",29,4,"15,928","3,037","58,296",14,"5,428","2,757"
2007-08,Washington,"78,770","1,135","6,882",163,22,"3,052","4,225","51,967",93,"7,957","3,274"
2007-08,West Virginia,"22,713",71,266,2,0,"1,141",321,"19,115",0,"1,205",592
2007-08,Wisconsin,"74,313",645,"1,998",25,3,"3,396","1,921","62,895",0,"1,873","1,557"
2007-08,Wyoming,"6,820",106,79,0,0,63,342,"5,858",0,224,148
2006-07,Total,"3,775,360","31,217","212,040",N/A,N/A,"421,981","337,447","2,356,182",N/A,"259,402","157,091"
2006-07,Alabama,"47,554",330,"1,009",N/A,N/A,"11,923",631,"31,529",N/A,"1,042","1,090"
2006-07,Alaska,"4,434",574,203,N/A,N/A,169,150,"3,052",N/A,162,124
2006-07,Arizona,"122,973","3,173","3,672",N/A,N/A,"8,540","15,821","66,294",N/A,"18,165","7,308"
2006-07,Arkansas,"28,534",275,375,N/A,N/A,"4,336",464,"21,959",N/A,516,609
2006-07,California,"439,024","3,345","72,006",N/A,N/A,"25,873","94,957","172,131",N/A,"49,092","21,620"
2006-07,Colorado,"67,966",954,"2,332",N/A,N/A,"3,255","6,710","48,410",N/A,"4,880","1,425"
2006-07,Connecticut,"42,166",159,"1,633",N/A,N/A,"3,803","2,920","28,027",N/A,"3,556","2,068"
2006-07,Delaware,"11,244",33,292,N/A,N/A,"1,702",355,"7,091",N/A,"1,347",424
2006-07,District of Columbia,"26,029",92,"1,727",N/A,N/A,"6,638","1,175","11,580",N/A,"2,615","2,202"
2006-07,Florida,"234,450",908,"7,292",N/A,N/A,"38,830","42,679","127,149",N/A,"9,735","7,857"
2006-07,Georgia,"106,778",266,"3,570",N/A,N/A,"31,895","2,548","61,552",N/A,"3,231","3,716"
2006-07,Hawaii,"12,239",46,"6,675",N/A,N/A,264,385,"3,303",N/A,273,"1,293"
2006-07,Idaho,"15,075",158,206,N/A,N/A,97,599,"12,695",N/A,854,466
2006-07,Illinois,"191,536",634,"10,814",N/A,N/A,"25,288","14,942","120,391",N/A,"11,529","7,938"
2006-07,Indiana,"76,347",226,"1,627",N/A,N/A,"6,124","2,012","60,393",N/A,"2,484","3,481"
2006-07,Iowa,"50,806",160,917,N/A,N/A,"1,334","1,015","39,664",N/A,"6,239","1,477"
2006-07,Kansas,"43,044",627,"1,570",N/A,N/A,"2,496","2,120","32,551",N/A,"2,319","1,361"
2006-07,Kentucky,"55,986",158,639,N/A,N/A,"4,210",509,"46,597",N/A,"2,500","1,373"
2006-07,Louisiana,"52,421",389,"1,027",N/A,N/A,"13,658","1,326","32,697",N/A,"1,626","1,698"
2006-07,Maine,"12,432",126,185,N/A,N/A,155,128,"10,742",N/A,647,449
2006-07,Maryland,"63,787",237,"4,053",N/A,N/A,"13,732","2,235","36,801",N/A,"3,950","2,779"
2006-07,Massachusetts,"106,694",333,"6,832",N/A,N/A,"6,740","5,205","64,945",N/A,"14,808","7,831"
2006-07,Michigan,"125,779",829,"4,374",N/A,N/A,"13,722","2,967","91,714",N/A,"6,602","5,571"
2006-07,Minnesota,"81,707",796,"2,902",N/A,N/A,"3,805","1,413","63,700",N/A,"6,706","2,385"
2006-07,Mississippi,"29,287",105,279,N/A,N/A,"9,934",212,"17,912",N/A,397,448
2006-07,Missouri,"81,874",406,"2,061",N/A,N/A,"9,464","2,230","60,346",N/A,"3,999","3,368"
2006-07,Montana,"8,883",576,97,N/A,N/A,37,134,"7,318",N/A,522,199
2006-07,Nebraska,"25,502",129,597,N/A,N/A,"1,003",569,"21,197",N/A,"1,427",580
2006-07,Nevada,"17,001",180,"1,590",N/A,N/A,"1,508","1,870","9,834",N/A,"1,405",614
2006-07,New Hampshire,"17,352",83,396,N/A,N/A,275,355,"13,016",N/A,"2,549",678
2006-07,New Jersey,"79,469",229,"5,933",N/A,N/A,"9,649","8,895","44,588",N/A,"6,608","3,567"
2006-07,New Mexico,"20,364","1,540",385,N/A,N/A,567,"7,074","8,456",N/A,"1,599",743
2006-07,New York,"279,529",956,"19,337",N/A,N/A,"33,188","25,154","153,329",N/A,"26,971","20,594"
2006-07,North Carolina,"95,275",952,"2,798",N/A,N/A,"19,169","2,222","65,932",N/A,"2,178","2,024"
2006-07,North Dakota,"10,497",545,87,N/A,N/A,94,82,"9,057",N/A,218,414
2006-07,Ohio,"133,779",389,"2,838",N/A,N/A,"13,267","2,328","103,758",N/A,"6,671","4,528"
2006-07,Oklahoma,"46,953","4,615","1,056",N/A,N/A,"3,829","1,613","33,100",N/A,563,"2,177"
2006-07,Oregon,"41,350",545,"2,282",N/A,N/A,671,"1,689","31,128",N/A,"3,737","1,298"
2006-07,Pennsylvania,"171,864",388,"6,508",N/A,N/A,"16,033","4,592","126,558",N/A,"11,319","6,466"
2006-07,Rhode Island,"18,979",54,691,N/A,N/A,988,"1,007","12,810",N/A,"2,562",867
2006-07,South Carolina,"42,009",146,659,N/A,N/A,"9,973",584,"28,291",N/A,"1,452",904
2006-07,South Dakota,"9,866",434,79,N/A,N/A,84,76,"8,463",N/A,563,167
2006-07,Tennessee,"64,347",188,"1,833",N/A,N/A,"11,380","1,067","46,359",N/A,"2,090","1,430"
2006-07,Texas,"241,511","1,229","11,277",N/A,N/A,"29,183","61,499","120,147",N/A,"7,794","10,382"
2006-07,Utah,"43,750",367,"1,074",N/A,N/A,331,"1,646","35,477",N/A,"3,535","1,320"
2006-07,Vermont,"9,120",54,224,N/A,N/A,171,192,"7,506",N/A,737,236
2006-07,Virginia,"85,985",317,"4,758",N/A,N/A,"15,461","2,696","56,575",N/A,"4,094","2,084"
2006-07,Washington,"78,995","1,101","6,936",N/A,N/A,"2,942","3,954","52,785",N/A,"8,267","3,010"
2006-07,West Virginia,"21,875",86,279,N/A,N/A,968,211,"18,559",N/A,"1,249",523
2006-07,Wisconsin,"73,953",669,"1,977",N/A,N/A,"3,168","1,904","62,624",N/A,"1,833","1,778"
2006-07,Wyoming,"6,986",106,77,N/A,N/A,55,326,"6,090",N/A,185,147
2005-06,Total,"3,689,764","30,354","205,760",N/A,N/A,"408,935","324,203","2,317,346",N/A,"244,433","158,733"
2005-06,Alabama,"49,661",343,793,N/A,N/A,"13,019",609,"32,709",N/A,931,"1,257"
2005-06,Alaska,"4,252",531,217,N/A,N/A,163,148,"2,938",N/A,146,109
2005-06,Arizona,"107,182","2,855","3,333",N/A,N/A,"6,616","14,541","59,398",N/A,"13,551","6,888"
2005-06,Arkansas,"27,714",265,313,N/A,N/A,"4,200",418,"21,280",N/A,498,740
2005-06,California,"434,528","3,294","71,115",N/A,N/A,"26,820","93,800","171,104",N/A,"46,528","21,867"
2005-06,Colorado,"68,964","1,112","2,185",N/A,N/A,"2,851","6,696","49,936",N/A,"4,457","1,727"
2005-06,Connecticut,"41,446",143,"1,517",N/A,N/A,"3,801","2,759","27,574",N/A,"3,513","2,139"
2005-06,Delaware,"11,062",34,261,N/A,N/A,"1,637",304,"7,268",N/A,"1,205",353
2005-06,District of Columbia,"26,089",85,"1,742",N/A,N/A,"6,280","1,116","11,446",N/A,"3,236","2,184"
2005-06,Florida,"228,664",965,"6,863",N/A,N/A,"37,836","40,832","124,861",N/A,"9,181","8,126"
2005-06,Georgia,"104,535",259,"3,224",N/A,N/A,"31,693","2,333","60,773",N/A,"2,655","3,598"
2005-06,Hawaii,"12,496",110,"7,337",N/A,N/A,342,315,"3,458",N/A,320,614
2005-06,Idaho,"14,946",161,234,N/A,N/A,92,542,"12,684",N/A,704,529
2005-06,Illinois,"188,311",637,"10,167",N/A,N/A,"23,949","14,244","118,789",N/A,"12,533","7,992"
2005-06,Indiana,"74,722",248,"1,540",N/A,N/A,"5,540","1,932","59,493",N/A,"2,410","3,559"
2005-06,Iowa,"49,403",190,812,N/A,N/A,"1,290",907,"39,321",N/A,"5,281","1,602"
2005-06,Kansas,"42,655",582,"1,782",N/A,N/A,"2,349","1,940","32,392",N/A,"2,083","1,527"
2005-06,Kentucky,"53,773",134,621,N/A,N/A,"4,071",437,"44,948",N/A,"2,380","1,182"
2005-06,Louisiana,"39,801",192,789,N/A,N/A,"10,361",739,"24,361",N/A,"1,093","2,266"
2005-06,Maine,"12,147",113,187,N/A,N/A,131,120,"10,396",N/A,713,487
2005-06,Maryland,"61,902",247,"3,979",N/A,N/A,"13,513","2,076","35,972",N/A,"3,427","2,688"
2005-06,Massachusetts,"105,497",391,"6,540",N/A,N/A,"6,661","5,250","64,571",N/A,"14,302","7,782"
2005-06,Michigan,"124,105",724,"4,468",N/A,N/A,"14,204","2,923","89,998",N/A,"6,486","5,302"
2005-06,Minnesota,"78,987",662,"2,679",N/A,N/A,"3,180","1,291","60,841",N/A,"7,948","2,386"
2005-06,Mississippi,"28,513",99,234,N/A,N/A,"9,461",187,"17,733",N/A,381,418
2005-06,Missouri,"80,171",439,"1,819",N/A,N/A,"9,335","2,122","59,385",N/A,"3,771","3,300"
2005-06,Montana,"8,835",597,70,N/A,N/A,39,109,"7,414",N/A,421,185
2005-06,Nebraska,"25,785",157,567,N/A,N/A,"1,057",645,"21,834",N/A,866,659
2005-06,Nevada,"16,012",179,"1,407",N/A,N/A,"1,163","1,610","9,072",N/A,"1,897",684
2005-06,New Hampshire,"16,982",107,404,N/A,N/A,265,341,"12,774",N/A,"2,357",734
2005-06,New Jersey,"79,188",211,"5,844",N/A,N/A,"10,110","8,635","43,517",N/A,"7,033","3,838"
2005-06,New Mexico,"20,129","1,478",372,N/A,N/A,464,"7,030","8,416",N/A,"1,680",689
2005-06,New York,"276,958",919,"19,153",N/A,N/A,"32,437","24,046","153,984",N/A,"27,366","19,053"
2005-06,North Carolina,"92,656","1,006","2,566",N/A,N/A,"18,355","2,005","64,478",N/A,"2,010","2,236"
2005-06,North Dakota,"10,085",528,93,N/A,N/A,90,71,"8,790",N/A,193,320
2005-06,Ohio,"132,365",401,"2,809",N/A,N/A,"12,895","2,107","103,597",N/A,"5,676","4,880"
2005-06,Oklahoma,"46,260","4,405",959,N/A,N/A,"3,815","1,535","32,697",N/A,408,"2,441"
2005-06,Oregon,"41,637",505,"2,063",N/A,N/A,687,"1,659","31,725",N/A,"3,592","1,406"
2005-06,Pennsylvania,"169,784",416,"6,397",N/A,N/A,"15,917","4,443","125,487",N/A,"10,592","6,532"
2005-06,Rhode Island,"18,745",63,724,N/A,N/A,990,"1,011","12,683",N/A,"2,385",889
2005-06,South Carolina,"41,784",162,644,N/A,N/A,"10,014",557,"28,359",N/A,"1,140",908
2005-06,South Dakota,"9,563",395,81,N/A,N/A,100,69,"8,111",N/A,643,164
2005-06,Tennessee,"62,292",189,958,N/A,N/A,"11,068",917,"46,134",N/A,"1,720","1,306"
2005-06,Texas,"235,736","1,190","11,574",N/A,N/A,"27,835","58,601","119,258",N/A,"6,480","10,798"
2005-06,Utah,"43,484",320,"1,030",N/A,N/A,252,"1,559","34,417",N/A,"4,222","1,684"
2005-06,Vermont,"8,897",50,182,N/A,N/A,126,175,"7,336",N/A,794,234
2005-06,Virginia,"83,851",357,"4,196",N/A,N/A,"15,348","2,437","55,622",N/A,"3,086","2,805"
2005-06,Washington,"79,127","1,114","6,901",N/A,N/A,"2,923","3,801","53,476",N/A,"7,970","2,942"
2005-06,West Virginia,"19,912",65,210,N/A,N/A,769,172,"17,553",N/A,333,810
2005-06,Wisconsin,"70,616",620,"1,738",N/A,N/A,"2,772","1,690","60,344",N/A,"1,669","1,783"
2005-06,Wyoming,"7,555",105,67,N/A,N/A,49,397,"6,639",N/A,167,131
2004-05,Total,"3,596,860","29,281","197,358",N/A,N/A,"395,753","312,501","2,280,210",N/A,"223,219","158,538"
2004-05,Alabama,"49,367",341,655,N/A,N/A,"12,826",572,"32,597",N/A,879,"1,497"
2004-05,Alaska,"3,896",487,202,N/A,N/A,147,133,"2,687",N/A,122,118
2004-05,Arizona,"97,133","2,759","2,943",N/A,N/A,"5,233","13,679","54,223",N/A,"13,403","4,893"
2004-05,Arkansas,"28,644",258,372,N/A,N/A,"4,240",465,"22,133",N/A,521,655
2004-05,California,"425,430","3,330","68,506",N/A,N/A,"26,319","89,997","171,667",N/A,"43,856","21,755"
2004-05,Colorado,"66,560",974,"2,140",N/A,N/A,"2,564","6,431","48,436",N/A,"4,172","1,843"
2004-05,Connecticut,"40,186",140,"1,421",N/A,N/A,"3,482","2,666","27,149",N/A,"3,082","2,246"
2004-05,Delaware,"10,705",27,243,N/A,N/A,"1,511",280,"7,094",N/A,"1,186",364
2004-05,District of Columbia,"23,499",47,"1,731",N/A,N/A,"5,271","1,230","10,745",N/A,"2,141","2,334"
2004-05,Florida,"220,882",878,"6,610",N/A,N/A,"35,813","38,674","122,105",N/A,"8,297","8,505"
2004-05,Georgia,"104,635",262,"3,163",N/A,N/A,"31,599","2,159","60,599",N/A,"3,288","3,565"
2004-05,Hawaii,"12,251",39,"7,240",N/A,N/A,328,403,"3,259",N/A,414,568
2004-05,Idaho,"14,866",187,245,N/A,N/A,94,483,"12,760",N/A,624,473
2004-05,Illinois,"182,472",637,"10,113",N/A,N/A,"23,736","13,994","117,798",N/A,"7,741","8,453"
2004-05,Indiana,"71,364",240,"1,469",N/A,N/A,"5,080","1,788","57,546",N/A,"1,652","3,589"
2004-05,Iowa,"46,719",194,810,N/A,N/A,"1,172",817,"38,821",N/A,"3,087","1,818"
2004-05,Kansas,"41,896",619,"1,154",N/A,N/A,"2,460","1,860","32,505",N/A,"1,832","1,466"
2004-05,Kentucky,"47,947",118,626,N/A,N/A,"3,380",386,"40,727",N/A,"1,751",959
2004-05,Louisiana,"46,689",221,958,N/A,N/A,"12,490","1,181","28,448",N/A,"1,446","1,945"
2004-05,Maine,"11,951",105,152,N/A,N/A,110,102,"10,358",N/A,522,602
2004-05,Maryland,"60,304",199,"3,716",N/A,N/A,"12,994","1,948","35,580",N/A,"2,994","2,873"
2004-05,Massachusetts,"104,033",360,"6,338",N/A,N/A,"6,564","4,986","63,547",N/A,"14,184","8,054"
2004-05,Michigan,"121,199",868,"4,238",N/A,N/A,"13,216","2,723","88,004",N/A,"6,520","5,630"
2004-05,Minnesota,"75,050",596,"2,347",N/A,N/A,"2,623","1,081","57,607",N/A,"8,371","2,425"
2004-05,Mississippi,"28,475",106,264,N/A,N/A,"9,214",156,"17,889",N/A,372,474
2004-05,Missouri,"78,303",450,"1,741",N/A,N/A,"8,477","2,010","58,665",N/A,"3,436","3,524"
2004-05,Montana,"8,847",575,69,N/A,N/A,31,109,"7,354",N/A,501,208
2004-05,Nebraska,"25,342",137,506,N/A,N/A,918,579,"21,670",N/A,659,873
2004-05,Nevada,"13,762",173,"1,152",N/A,N/A,862,"1,361","8,256",N/A,"1,303",655
2004-05,New Hampshire,"16,623",66,423,N/A,N/A,281,344,"12,682",N/A,"2,240",587
2004-05,New Jersey,"78,789",219,"5,751",N/A,N/A,"10,489","8,428","43,499",N/A,"6,617","3,786"
2004-05,New Mexico,"19,513","1,478",384,N/A,N/A,479,"6,789","7,964",N/A,"1,803",616
2004-05,New York,"271,801",847,"17,995",N/A,N/A,"32,025","25,416","150,475",N/A,"26,062","18,981"
2004-05,North Carolina,"90,475",916,"2,400",N/A,N/A,"17,928","1,829","63,605",N/A,"1,881","1,916"
2004-05,North Dakota,"9,652",493,91,N/A,N/A,95,72,"8,554",N/A,48,299
2004-05,Ohio,"127,994",381,"2,577",N/A,N/A,"12,489","1,985","100,255",N/A,"5,231","5,076"
2004-05,Oklahoma,"45,680","4,216",956,N/A,N/A,"3,798","1,435","32,082",N/A,602,"2,591"
2004-05,Oregon,"40,970",517,"2,143",N/A,N/A,673,"1,519","31,142",N/A,"3,506","1,470"
2004-05,Pennsylvania,"163,904",402,"6,151",N/A,N/A,"14,833","4,104","122,661",N/A,"9,367","6,386"
2004-05,Rhode Island,"18,309",54,696,N/A,N/A,884,897,"12,400",N/A,"2,542",836
2004-05,South Carolina,"41,669",125,560,N/A,N/A,"10,103",485,"28,409",N/A,975,"1,012"
2004-05,South Dakota,"9,570",352,72,N/A,N/A,87,58,"8,191",N/A,648,162
2004-05,Tennessee,"61,000",181,"1,054",N/A,N/A,"10,490",898,"45,578",N/A,"1,377","1,422"
2004-05,Texas,"229,065","1,028","10,954",N/A,N/A,"26,227","56,591","118,019",N/A,"5,206","11,040"
2004-05,Utah,"41,368",305,820,N/A,N/A,239,"1,297","34,126",N/A,"3,102","1,479"
2004-05,Vermont,"8,501",33,193,N/A,N/A,118,162,"7,049",N/A,691,255
2004-05,Virginia,"81,503",347,"4,119",N/A,N/A,"15,063","2,265","54,038",N/A,"2,860","2,811"
2004-05,Washington,"80,398","1,230","6,955",N/A,N/A,"3,042","3,531","55,207",N/A,"7,527","2,906"
2004-05,West Virginia,"19,662",61,213,N/A,N/A,846,147,"17,434",N/A,378,583
2004-05,Wisconsin,"70,894",577,"1,675",N/A,N/A,"2,751","1,630","60,390",N/A,"2,039","1,832"
2004-05,Wyoming,"7,113",126,52,N/A,N/A,59,366,"6,221",N/A,161,128
2003-04,Total,"3,477,476","29,352","189,409",N/A,N/A,"378,530","291,361","2,212,682",N/A,"218,005","158,137"
2003-04,Alabama,"47,706",343,600,N/A,N/A,"12,621",496,"31,405",N/A,773,"1,468"
2003-04,Alaska,"3,804",503,177,N/A,N/A,169,136,"2,572",N/A,101,146
2003-04,Arizona,"89,052","2,689","2,494",N/A,N/A,"3,871","12,838","48,860",N/A,"14,836","3,464"
2003-04,Arkansas,"29,092",223,327,N/A,N/A,"3,957",402,"22,966",N/A,459,758
2003-04,California,"412,528","3,507","64,812",N/A,N/A,"25,431","84,238","169,293",N/A,"43,550","21,697"
2003-04,Colorado,"62,247",917,"1,970",N/A,N/A,"2,504","5,786","45,417",N/A,"3,710","1,943"
2003-04,Connecticut,"38,423",117,"1,383",N/A,N/A,"3,289","2,448","26,273",N/A,"2,782","2,131"
2003-04,Delaware,"9,933",18,250,N/A,N/A,"1,505",245,"6,597",N/A,"1,003",315
2003-04,District of Columbia,"24,188",82,"1,593",N/A,N/A,"6,058","1,312","10,745",N/A,"1,905","2,493"
2003-04,Florida,"214,634",842,"6,594",N/A,N/A,"33,786","35,884","121,537",N/A,"7,891","8,100"
2003-04,Georgia,"106,085",304,"3,089",N/A,N/A,"31,243","2,133","60,824",N/A,"4,840","3,652"
2003-04,Hawaii,"12,710",103,"7,616",N/A,N/A,335,326,"3,267",N/A,438,625
2003-04,Idaho,"13,519",130,208,N/A,N/A,70,466,"11,680",N/A,582,383
2003-04,Illinois,"164,615",619,"9,836",N/A,N/A,"20,339","12,193","106,841",N/A,"6,308","8,479"
2003-04,Indiana,"70,097",203,"1,389",N/A,N/A,"5,377","1,703","56,450",N/A,"1,502","3,473"
2003-04,Iowa,"43,771",160,798,N/A,N/A,"1,059",763,"36,976",N/A,"2,228","1,787"
2003-04,Kansas,"41,453",636,"1,017",N/A,N/A,"2,388","1,456","32,152",N/A,"2,192","1,612"
2003-04,Kentucky,"44,468",111,593,N/A,N/A,"3,264",401,"38,126",N/A,"1,068",905
2003-04,Louisiana,"45,809",264,"1,069",N/A,N/A,"12,555","1,289","27,684",N/A,"1,311","1,637"
2003-04,Maine,"11,330",110,148,N/A,N/A,97,80,"9,788",N/A,645,462
2003-04,Maryland,"57,437",210,"3,531",N/A,N/A,"12,260","1,817","34,637",N/A,"2,116","2,866"
2003-04,Massachusetts,"101,808",340,"6,147",N/A,N/A,"6,103","4,603","61,713",N/A,"14,134","8,768"
2003-04,Michigan,"118,572",810,"4,087",N/A,N/A,"12,410","2,560","86,510",N/A,"6,109","6,086"
2003-04,Minnesota,"71,525",633,"2,223",N/A,N/A,"2,503",968,"54,216",N/A,"8,553","2,429"
2003-04,Mississippi,"27,500",90,222,N/A,N/A,"9,128",183,"17,154",N/A,205,518
2003-04,Missouri,"76,177",438,"1,787",N/A,N/A,"8,127","1,867","57,401",N/A,"3,044","3,513"
2003-04,Montana,"8,991",589,85,N/A,N/A,28,102,"7,479",N/A,518,190
2003-04,Nebraska,"23,415",124,445,N/A,N/A,848,487,"20,044",N/A,590,877
2003-04,Nevada,"12,267",165,984,N/A,N/A,821,"1,184","7,444",N/A,"1,062",607
2003-04,New Hampshire,"16,127",64,302,N/A,N/A,276,364,"12,283",N/A,"2,074",764
2003-04,New Jersey,"75,656",258,"5,384",N/A,N/A,"9,897","8,053","42,321",N/A,"5,817","3,926"
2003-04,New Mexico,"18,111","1,373",367,N/A,N/A,396,"6,162","7,574",N/A,"1,754",485
2003-04,New York,"270,097",986,"17,363",N/A,N/A,"30,952","24,471","151,645",N/A,"24,887","19,793"
2003-04,North Carolina,"88,012",948,"2,340",N/A,N/A,"17,215","1,658","61,815",N/A,"1,782","2,254"
2003-04,North Dakota,"9,345",530,67,N/A,N/A,83,71,"8,284",N/A,25,285
2003-04,Ohio,"124,829",384,"2,560",N/A,N/A,"11,949","1,832","98,400",N/A,"5,005","4,699"
2003-04,Oklahoma,"44,386","3,956",918,N/A,N/A,"3,601","1,355","31,870",N/A,356,"2,330"
2003-04,Oregon,"40,375",434,"2,129",N/A,N/A,642,"1,513","30,239",N/A,"3,666","1,752"
